,index,date,상대팀,승/패,선수명,등판,타자,투구수,타수,피안타,홈런,4사구,삼진,실점,자책,평균자책점
3884,18000,2021-07-07,SSG,승,브리검,선발,27,93.8,20.4,4.2,0.8,3.0,4.6,2.8,2.0,3.0940000000000003
3885,18003,2021-07-07,한화,승,임기영,선발,24,96.8,23.8,6.4,0.8,0.6,5.2,2.2,2.2,4.7700000000000005
3886,18007,2021-07-07,KIA,패,킹험,선발,21,80.8,17.6,3.8,0.6,2.4,3.2,2.8,2.4,4.1
3887,18014,2021-07-08,삼성,승,쿠에바스,선발,24,96.4,22.6,5.2,0.4,3.4,6.0,2.4,2.4,5.997999999999999
3888,18018,2021-07-08,KT,패,뷰캐넌,선발,26,104.6,23.8,5.0,0.4,1.6,6.4,1.0,1.0,2.446
3889,18022,2021-07-08,키움,승,최민준,선발,19,82.0,16.0,3.0,0.0,3.0,5.0,2.0,2.0,5.05
3890,18027,2021-07-08,SSG,패,요키시,선발,25,93.0,20.4,3.6,0.0,1.6,5.2,1.4,1.4,2.534
3891,18033,2021-07-09,SSG,승,카펜터,선발,18,98.4,20.4,6.0,1.4,3.4,4.6,4.8,4.0,3.174
3892,18037,2021-07-09,한화,패,이태양,선발,23,75.6,20.8,5.8,1.2,1.2,2.2,3.4,3.4,5.456
3893,18041,2021-07-09,삼성,승,프랑코,선발,25,96.8,21.4,4.8,0.4,2.8,3.6,2.8,2.6,4.938000000000001
3894,18049,2021-07-09,롯데,패,최채흥,선발,24,95.0,24.4,7.8,1.0,1.2,3.6,3.0,2.8,6.620000000000002
3895,18057,2021-07-09,KIA,패,고영표,선발,18,94.4,22.2,3.8,0.4,2.0,4.6,1.8,1.8,3.414
3896,18062,2021-07-09,KT,승,브룩스,선발,19,93.0,24.4,6.8,0.8,1.4,4.6,3.0,2.4,3.4539999999999997
3897,18067,2021-07-10,SSG,승,김민우,선발,22,93.6,21.4,5.4,1.2,2.6,4.4,3.6,3.4,3.964
3898,18071,2021-07-10,한화,패,오원석,선발,18,84.2,18.0,4.6,0.4,3.2,3.0,2.8,2.4,4.362
3899,18075,2021-07-10,삼성,패,박세웅,선발,15,93.8,22.2,5.0,0.8,2.4,4.8,2.6,2.4,4.093999999999999
3900,18080,2021-07-10,롯데,승,원태인,선발,18,99.4,21.8,4.2,0.8,3.0,3.4,2.2,1.6,2.566
3901,18085,2021-07-11,SSG,패,윤대경,선발,21,68.6,17.0,4.6,0.8,1.6,3.4,2.6,2.6,3.5980000000000003
3902,18090,2021-07-11,한화,승,폰트,선발,24,105.6,21.6,4.8,0.4,2.4,6.8,3.0,2.8,3.336
3903,18093,2021-07-11,삼성,패,스트레일리,선발,25,100.6,21.8,5.2,0.6,2.6,5.0,3.6,3.4,4.148000000000001
3904,18099,2021-07-11,롯데,승,백정현,선발,24,96.6,20.4,4.0,0.4,3.8,2.0,1.2,0.8,2.852
3905,18103,2021-07-11,KIA,패,데스파이네,선발,25,108.0,21.0,4.6,0.6,2.8,7.4,1.6,1.6,2.364
3906,18106,2021-07-11,KT,승,이의리,선발,21,90.0,19.8,3.8,0.0,2.8,5.0,2.2,2.2,4.266
3907,18110,2021-08-10,LG,패,폰트,선발,20,103.4,21.4,4.2,0.6,2.2,6.4,3.0,2.8,3.412
3908,18116,2021-08-10,SSG,승,켈리,선발,24,96.4,21.6,6.4,0.8,1.8,3.6,2.2,2.2,3.3560000000000003
3909,18119,2021-08-10,NC,승,스트레일리,선발,24,101.2,21.8,5.6,0.2,1.8,4.4,3.4,3.0,4.186
3910,18123,2021-08-10,롯데,패,루친스키,선발,25,105.8,24.2,5.8,1.2,2.6,4.2,2.6,2.6,2.9139999999999997
3911,18127,2021-08-10,KIA,패,카펜터,선발,22,99.0,19.4,5.0,1.4,3.4,4.4,4.0,3.6,3.382
3912,18133,2021-08-10,한화,승,임기영,선발,21,95.4,23.4,6.0,0.8,1.4,5.4,2.0,2.0,4.612
3913,18138,2021-08-10,키움,패,배제성,선발,22,96.2,22.2,6.0,0.4,2.2,5.8,3.0,3.0,3.8019999999999996
3914,18141,2021-08-10,KT,승,요키시,선발,25,93.6,21.2,4.4,0.2,1.6,4.6,1.6,1.6,2.518
3915,18145,2021-08-11,LG,패,오원석,선발,28,82.0,16.8,4.0,0.4,3.6,3.0,3.0,2.6,4.422
3916,18150,2021-08-11,SSG,승,수아레즈,선발,22,91.4,20.0,5.2,0.2,2.0,5.0,2.4,2.2,2.254
3917,18157,2021-08-11,삼성,승,이영하,선발,23,80.8,16.8,4.8,0.4,3.6,2.0,4.0,3.8,10.408
3918,18162,2021-08-11,두산,패,몽고메리,선발,21,90.0,19.0,4.0,1.0,2.0,5.0,4.0,4.0,4.5
3919,18168,2021-08-11,NC,승,프랑코,선발,23,97.4,22.4,5.2,0.4,2.8,3.6,2.6,2.4,4.82
3920,18175,2021-08-11,롯데,패,송명기,선발,23,92.8,21.6,5.8,0.8,3.2,4.0,3.6,3.6,5.686
3921,18180,2021-08-11,KIA,무,킹험,선발,25,79.4,17.2,2.8,0.4,2.2,3.8,1.6,1.2,3.904
3922,18185,2021-08-11,한화,무,김현수,선발,22,66.2,13.6,3.4,0.2,3.6,2.8,3.2,2.8,7.45
3923,18192,2021-08-11,키움,패,소형준,선발,19,86.4,20.0,5.4,0.4,2.0,3.8,2.6,2.0,4.4
3924,18197,2021-08-11,KT,승,최원태,선발,26,87.4,20.4,6.6,0.8,2.6,3.4,4.0,3.4,3.6759999999999997
3925,18201,2021-08-12,삼성,패,곽빈,선발,19,89.6,16.0,4.4,0.0,5.0,3.0,2.0,2.0,3.928
3926,18206,2021-08-12,두산,승,백정현,선발,22,96.8,21.0,4.2,0.4,3.0,2.8,1.2,0.8,2.714
3927,18209,2021-08-12,NC,패,최영환,선발,19,76.0,16.0,4.6,0.6,2.0,2.4,3.2,2.2,3.664
3928,18214,2021-08-12,롯데,승,신민혁,선발,24,100.4,21.2,7.2,0.4,1.8,3.6,4.0,3.6,3.8979999999999997
3929,18218,2021-08-12,키움,패,엄상백,선발,22,100.0,19.0,4.0,0.0,3.0,6.0,2.0,2.0,3.6
3930,18223,2021-08-12,KT,승,김동혁,선발,26,91.0,20.0,5.0,0.0,6.0,1.0,3.0,3.0,3.48
3931,18228,2021-08-13,LG,승,박세웅,선발,28,85.6,20.0,5.4,1.0,1.8,5.0,3.0,2.8,4.176
3932,18230,2021-08-13,롯데,패,임찬규,선발,23,68.0,14.4,3.8,0.4,3.4,2.6,3.8,3.0,9.782
3933,18234,2021-08-13,SSG,승,멩덴,선발,25,101.6,21.0,5.0,0.2,3.2,5.2,2.4,2.2,3.684
3934,18238,2021-08-13,KIA,패,가빌리오,선발,16,50.0,12.0,2.0,2.0,4.0,0.0,3.0,3.0,8.79
3935,18244,2021-08-13,KT,패,뷰캐넌,선발,24,105.0,23.6,5.6,0.6,1.4,6.2,1.4,1.4,2.406
3936,18250,2021-08-13,삼성,승,데스파이네,선발,20,107.6,21.4,4.6,0.6,2.0,7.8,1.8,1.8,2.3939999999999997
3937,18256,2021-08-13,키움,승,최원준,선발,18,98.2,22.6,6.0,0.8,2.2,3.4,2.6,2.4,2.518
3938,18260,2021-08-13,두산,패,이승호,선발,22,66.6,15.8,5.8,0.8,1.8,2.4,3.8,3.4,5.83
3939,18265,2021-08-13,한화,승,이재학,선발,26,88.0,16.4,4.4,0.6,4.2,2.8,3.6,3.6,11.632
3940,18268,2021-08-13,NC,패,김민우,선발,20,94.4,21.0,4.2,1.4,2.4,5.2,3.0,2.8,4.01
3941,18273,2021-08-14,LG,승,서준원,선발,19,78.0,16.8,5.4,1.0,1.6,2.2,3.6,3.0,5.126
3942,18280,2021-08-14,롯데,패,손주영,선발,18,82.0,13.0,3.0,0.0,3.0,3.0,3.0,3.0,7.5
3943,18286,2021-08-14,SSG,무,이의리,선발,24,93.4,19.8,3.4,0.0,3.2,4.8,2.0,2.0,4.184
3944,18291,2021-08-14,KIA,무,이태양,선발,22,77.4,20.2,5.4,1.4,1.6,3.8,3.0,3.0,4.986000000000001
3945,18295,2021-08-14,KT,패,최채흥,선발,21,93.6,23.4,7.0,0.8,1.8,2.8,2.4,2.2,6.162000000000001
3946,18300,2021-08-14,삼성,승,쿠에바스,선발,21,97.4,23.4,5.2,0.4,2.6,6.2,2.0,2.0,5.682
3947,18305,2021-08-14,키움,패,미란다,선발,26,106.2,26.6,5.0,0.8,1.0,8.8,2.0,2.0,2.9
3948,18308,2021-08-14,두산,승,정찬헌,선발,26,69.8,17.2,5.8,0.2,0.6,2.0,2.2,2.0,3.85
3949,18312,2021-08-14,한화,무,김태경,선발,15,65.0,11.0,3.0,0.0,4.0,1.0,6.0,6.0,20.25
3950,18318,2021-08-14,NC,무,장시환,선발,14,90.6,18.4,5.0,0.2,4.0,3.8,2.8,2.0,5.866
3951,18325,2021-08-15,LG,패,스트레일리,선발,20,98.4,22.6,5.4,0.0,1.4,4.0,2.8,2.4,4.146
3952,18330,2021-08-15,롯데,승,켈리,선발,23,93.8,22.4,6.6,0.6,1.2,4.0,2.0,2.0,3.338
3953,18333,2021-08-15,SSG,패,임기영,선발,13,91.8,21.4,5.2,0.6,1.8,5.8,1.6,1.6,4.4479999999999995
3954,18339,2021-08-15,KIA,승,폰트,선발,22,101.2,21.0,4.4,0.8,2.2,5.8,3.2,3.0,3.508
3955,18343,2021-08-15,KT,패,이재희,선발,15,58.0,14.0,4.0,1.0,1.0,3.0,2.0,2.0,5.4
3956,18351,2021-08-15,삼성,승,고영표,선발,27,89.8,21.4,4.8,0.4,1.8,3.8,2.8,2.8,3.4579999999999997
3957,18355,2021-08-15,키움,패,로켓,선발,25,93.6,23.4,5.6,0.2,1.8,6.0,1.8,1.8,1.988
3958,18358,2021-08-15,두산,승,요키시,선발,23,93.8,21.6,4.8,0.2,2.2,4.4,1.8,1.8,2.532
3959,18361,2021-08-15,한화,무,강태경,선발,26,96.0,21.0,5.0,0.0,4.0,3.0,2.0,2.0,3.0
3960,18366,2021-08-15,NC,무,카펜터,선발,23,96.4,19.6,4.8,1.0,3.2,4.6,3.0,2.8,3.4839999999999995
3961,18371,2021-08-17,롯데,패,최원태,선발,23,88.6,20.2,6.0,0.4,3.4,2.4,3.0,3.0,3.79
3962,18374,2021-08-17,키움,승,프랑코,선발,24,96.8,21.8,4.8,0.4,3.0,4.2,2.4,2.4,4.718000000000001
3963,18377,2021-08-17,KT,무,수아레즈,선발,23,89.4,19.4,5.0,0.2,2.0,5.2,2.2,2.2,2.3600000000000003
3964,18382,2021-08-17,LG,무,배제성,선발,24,100.0,21.2,5.0,0.2,2.6,5.6,2.6,2.2,3.7880000000000003
3965,18386,2021-08-17,한화,패,몽고메리,선발,27,112.0,20.0,3.0,1.0,6.0,6.0,3.0,3.0,4.5
3966,18389,2021-08-17,삼성,승,킹험,선발,25,78.0,17.2,3.4,0.2,2.0,3.8,2.0,1.8,3.848
3967,18393,2021-08-18,두산,승,김유신,선발,23,84.2,17.8,5.8,0.8,3.6,3.0,4.4,4.4,8.235999999999999
3968,18398,2021-08-18,KIA,패,곽빈,선발,20,85.4,15.0,3.8,0.2,4.4,3.2,2.4,2.0,3.8939999999999997
3969,18403,2021-08-18,SSG,패,루친스키,선발,25,103.8,23.8,5.6,1.2,2.4,4.6,3.2,2.8,3.002
3970,18406,2021-08-18,NC,승,최민준,선발,21,83.0,19.0,5.0,1.0,2.0,4.0,1.0,1.0,4.65
3971,18411,2021-08-18,롯데,패,김동혁,선발,27,93.0,21.0,5.0,0.0,5.0,1.0,3.0,3.0,3.61
3972,18414,2021-08-18,키움,승,최영환,선발,20,79.0,15.4,4.2,0.4,2.4,2.4,2.2,2.0,3.0360000000000005
3973,18419,2021-08-18,KT,패,이민호,선발,20,86.4,18.4,3.8,0.6,2.8,3.4,2.4,2.2,4.9799999999999995
3974,18424,2021-08-18,LG,승,데스파이네,선발,26,103.8,20.0,5.0,0.4,2.4,6.0,2.4,2.4,2.4800000000000004
3975,18427,2021-08-18,한화,승,백정현,선발,23,93.6,21.8,4.4,0.4,2.2,3.6,1.2,0.8,2.5980000000000003
3976,18431,2021-08-18,삼성,패,김민우,선발,17,90.2,19.6,4.6,1.6,2.6,5.0,3.2,3.0,4.096
3977,18437,2021-08-19,두산,무,멩덴,선발,26,98.4,21.8,5.8,0.2,3.0,4.2,2.4,2.2,3.636
3978,18442,2021-08-19,KIA,무,최원준,선발,22,93.8,20.6,5.4,0.8,2.6,3.2,3.2,2.4,2.604
3979,18446,2021-08-19,SSG,승,신민혁,선발,23,98.2,21.8,7.6,0.6,1.8,3.2,4.6,4.2,4.172
3980,18452,2021-08-19,NC,패,가빌리오,선발,21,75.0,21.0,9.0,2.0,0.0,8.0,7.0,7.0,10.31
3981,18456,2021-08-19,KT,승,임찬규,선발,24,77.8,17.4,4.6,0.4,3.4,3.0,4.2,3.2,10.998000000000001
3982,18459,2021-08-19,LG,패,소형준,선발,20,83.8,18.2,5.6,0.8,2.6,2.2,3.4,2.4,4.388
3983,18463,2021-08-19,한화,승,뷰캐넌,선발,25,101.0,22.4,5.4,0.6,1.8,6.0,1.8,1.8,2.4240000000000004
3984,18467,2021-08-19,삼성,패,김기중,선발,24,76.6,15.4,5.4,0.4,2.8,2.0,2.8,2.8,5.37
3985,18472,2021-08-20,두산,패,장시환,선발,28,84.2,16.4,5.0,0.4,4.2,3.2,3.2,2.4,5.694
3986,18477,2021-08-20,한화,승,미란다,선발,24,106.2,26.6,5.8,0.8,0.6,9.6,2.2,2.2,2.88
3987,18482,2021-08-20,롯데,승,엄상백,선발,25,100.0,19.0,4.0,0.0,6.0,5.0,2.0,2.0,3.6
3988,18486,2021-08-20,KT,패,스트레일리,선발,23,94.6,21.0,6.0,0.0,1.6,3.6,3.0,2.6,4.1579999999999995
3989,18492,2021-08-20,삼성,패,이태양,선발,25,81.0,20.4,5.4,1.2,1.6,3.4,3.0,3.0,5.0760000000000005
3990,18495,2021-08-20,SSG,승,원태인,선발,24,94.2,21.8,4.4,0.8,2.0,3.4,2.2,1.6,2.5420000000000003
3991,18500,2021-08-20,KIA,패,정찬헌,선발,18,71.0,18.6,6.4,0.2,0.2,2.4,2.2,2.0,3.91
3992,18504,2021-08-20,키움,승,이의리,선발,22,94.4,19.6,2.8,0.2,3.0,5.6,1.4,1.4,4.026000000000001
3993,18509,2021-08-20,NC,패,손주영,선발,22,82.0,19.0,6.0,1.0,3.0,4.0,3.0,3.0,6.55
3994,18514,2021-08-20,LG,승,파슨스,선발,19,103.8,21.6,4.2,0.4,3.6,7.8,2.2,2.2,3.8160000000000003
3995,18520,2021-08-21,두산,승,카펜터,선발,25,95.8,19.8,4.6,1.0,2.8,5.4,2.6,2.4,3.5439999999999996
3996,18523,2021-08-21,한화,패,로켓,선발,24,89.8,23.2,5.4,0.4,2.0,5.8,2.8,2.8,2.1399999999999997
3997,18528,2021-08-22,두산,승,킹험,선발,26,79.0,17.2,4.0,0.2,2.2,3.6,2.2,2.0,3.845999999999999
3998,18532,2021-08-22,한화,패,이영하,선발,21,94.6,18.4,4.8,0.4,4.6,2.4,3.8,3.4,10.0
3999,18536,2021-08-22,롯데,승,고영표,선발,25,90.0,21.4,5.0,0.4,2.0,3.2,3.6,3.6,3.6
4000,18540,2021-08-22,KT,패,프랑코,선발,21,93.6,21.6,5.0,0.4,2.6,4.6,2.2,2.2,4.630000000000001
4001,18547,2021-08-22,삼성,무,폰트,선발,24,101.8,20.4,4.2,0.6,2.0,7.0,3.0,2.8,3.564
4002,18551,2021-08-22,SSG,무,최채흥,선발,23,89.8,22.8,7.0,1.0,1.8,2.2,3.0,2.8,5.918000000000001
4003,18555,2021-08-22,NC,패,켈리,선발,26,91.6,22.8,5.8,0.6,1.0,4.6,1.6,1.6,3.272
4004,18558,2021-08-22,LG,승,이재학,선발,26,91.4,18.0,4.0,0.6,3.6,3.2,2.6,2.6,9.894000000000002
4005,18563,2021-08-22,KIA,승,요키시,선발,24,93.8,20.6,4.2,0.4,2.2,4.4,1.6,1.6,2.53
4006,18567,2021-08-22,키움,패,임기영,선발,22,83.0,18.4,4.6,0.6,1.8,5.8,2.4,2.4,4.422
4007,18573,2021-08-23,롯데,패,데스파이네,선발,20,102.0,20.8,5.0,0.4,2.8,6.0,2.4,2.4,2.558
4008,18576,2021-08-23,KT,승,박세웅,선발,23,87.6,21.6,4.4,1.0,1.6,5.2,2.2,2.0,4.1240000000000006
4009,18579,2021-08-24,두산,패,김이환,선발,15,61.2,12.2,4.2,0.0,2.4,1.6,3.2,3.2,4.37
4010,18586,2021-08-24,한화,승,곽빈,선발,19,81.8,15.0,4.0,0.2,4.2,2.6,3.4,3.0,4.188
4011,18592,2021-08-24,삼성,패,오원석,선발,15,90.2,18.4,6.0,1.0,4.0,3.2,4.4,4.0,4.648
4012,18599,2021-08-24,SSG,승,몽고메리,선발,22,102.0,17.0,6.0,0.0,4.0,5.0,6.0,5.0,6.0
4013,18606,2021-08-24,KIA,승,최원태,선발,24,90.2,20.8,5.4,0.4,2.8,2.8,2.4,2.4,3.812
4014,18611,2021-08-24,키움,패,김현수,선발,21,72.2,15.0,3.0,0.2,3.4,2.6,2.4,2.0,7.0760000000000005
4015,18617,2021-08-25,LG,무,백정현,선발,25,93.6,21.0,3.8,0.4,2.2,5.4,1.0,0.6,2.488
4016,18621,2021-08-25,삼성,무,수아레즈,선발,25,91.6,18.6,4.4,0.2,2.6,6.4,2.2,2.2,2.466
4017,18625,2021-08-25,KT,패,최민준,선발,28,99.0,23.0,8.0,1.0,5.0,2.0,6.0,6.0,5.32
4018,18628,2021-08-25,SSG,승,소형준,선발,21,82.0,18.0,5.2,0.8,2.4,2.4,3.4,2.4,4.4079999999999995
4019,18632,2021-08-25,KIA,패,최영환,선발,16,82.0,16.8,3.8,0.4,2.6,2.8,1.8,1.6,2.348
4020,18641,2021-08-25,롯데,승,멩덴,선발,24,95.0,22.4,7.0,0.4,2.4,4.8,2.8,2.8,3.7399999999999998
4021,18646,2021-08-25,키움,승,김기중,선발,20,77.6,15.8,5.8,0.4,3.4,1.8,3.6,3.2,6.0920000000000005
4022,18651,2021-08-25,한화,패,이승호,선발,21,64.6,16.2,6.0,0.4,1.6,2.2,4.4,3.8,5.672
4023,18654,2021-08-26,LG,패,뷰캐넌,선발,28,102.8,22.0,5.0,0.4,2.4,5.8,1.8,1.8,2.434
4024,18658,2021-08-26,삼성,승,임찬규,선발,20,82.8,19.2,4.2,0.4,3.2,3.8,3.4,2.4,9.797999999999998
4025,18664,2021-08-26,KT,패,이태양,선발,23,85.6,20.4,4.4,0.6,1.8,4.0,1.8,1.8,4.802
4026,18668,2021-08-26,SSG,승,엄상백,선발,22,89.0,21.0,4.0,2.0,1.0,4.0,2.0,2.0,3.38
4027,18673,2021-08-26,KIA,무,스트레일리,선발,24,92.2,20.2,6.4,0.2,1.8,3.8,3.8,3.6,4.272
4028,18681,2021-08-26,롯데,무,이의리,선발,18,90.8,19.2,3.4,0.2,3.0,4.0,1.6,1.6,3.936
4029,18687,2021-08-26,키움,무,장시환,선발,24,84.4,17.6,5.4,0.4,3.4,2.6,3.6,3.2,5.756
4030,18690,2021-08-26,한화,무,김동혁,선발,20,80.0,18.0,4.0,0.0,2.0,1.0,1.0,1.0,3.44
4031,18696,2021-08-26,NC,승,미란다,선발,26,109.0,26.4,5.8,0.4,0.8,9.4,1.8,1.8,2.832
4032,18699,2021-08-26,두산,패,루친스키,선발,28,100.0,23.8,6.2,1.4,2.2,4.6,3.8,3.4,3.146
4033,18702,2021-08-26,NC,승,최원준,선발,27,93.8,20.4,5.8,0.8,2.6,3.4,3.8,3.0,2.7600000000000002
4034,18707,2021-08-26,두산,패,신민혁,선발,21,95.0,20.4,7.2,1.0,2.2,3.0,4.4,4.0,4.398
4035,18712,2021-08-27,LG,패,원태인,선발,26,95.4,22.2,5.2,0.6,1.2,4.0,2.4,1.8,2.554
4036,18716,2021-08-27,삼성,승,이민호,선발,26,85.6,18.2,4.2,0.6,2.4,3.4,3.2,3.0,4.928
4037,18718,2021-08-27,KT,패,가빌리오,선발,20,82.0,19.0,4.0,0.0,1.0,8.0,2.0,2.0,8.87
4038,18722,2021-08-27,SSG,승,고영표,선발,27,90.0,21.6,4.4,0.2,2.2,2.6,3.0,3.0,3.664
4039,18725,2021-08-27,키움,패,카펜터,선발,28,93.0,19.4,3.6,0.6,2.4,7.0,1.8,1.6,3.5120000000000005
4040,18730,2021-08-27,한화,승,정찬헌,선발,22,73.6,19.2,5.4,0.0,0.2,2.2,1.2,1.0,3.7560000000000002
4041,18735,2021-08-27,NC,패,로켓,선발,27,88.4,22.0,5.6,0.4,2.2,6.0,3.2,3.2,2.332
4042,18736,2021-08-27,두산,승,파슨스,선발,13,101.2,20.8,4.2,0.4,3.8,6.6,1.8,1.8,3.728
4043,18740,2021-08-28,LG,패,요키시,선발,25,95.2,20.8,4.6,0.6,2.4,4.8,1.6,1.6,2.524
4044,18743,2021-08-28,키움,승,켈리,선발,26,95.4,23.0,6.0,0.8,1.0,5.4,2.4,2.4,3.2939999999999996
4045,18746,2021-08-28,SSG,패,임기영,선발,24,84.0,18.2,4.8,0.6,2.0,4.6,2.4,2.4,4.418
4046,18750,2021-08-28,KIA,승,폰트,선발,22,101.2,20.8,4.6,0.8,1.8,7.0,3.4,3.4,3.678
4047,18754,2021-08-28,롯데,무,이영하,선발,12,94.0,18.0,4.8,0.6,4.8,2.4,4.6,4.2,9.5
4048,18762,2021-08-28,두산,무,프랑코,선발,23,92.2,20.2,4.8,0.2,3.2,4.2,2.0,2.0,4.542
4049,18767,2021-08-28,KT,승,최채흥,선발,25,91.6,21.8,6.6,1.2,1.8,2.4,3.0,3.0,5.768
4050,18772,2021-08-28,삼성,패,데스파이네,선발,26,94.4,19.4,5.4,0.6,2.6,4.4,3.6,3.4,2.728
4051,18777,2021-08-28,한화,패,송명기,선발,24,92.6,20.0,6.0,0.4,3.4,3.4,3.6,3.6,5.74
4052,18781,2021-08-28,NC,승,킹험,선발,26,90.2,20.2,4.2,0.0,2.4,4.4,1.8,1.8,3.7640000000000002
4053,18784,2021-08-29,LG,패,최원태,선발,17,91.0,21.2,6.2,0.6,2.6,3.4,2.8,2.8,3.8920000000000003
4054,18789,2021-08-29,키움,승,손주영,선발,21,81.0,19.0,1.0,1.0,2.0,5.0,2.0,2.0,5.29
4055,18793,2021-08-29,SSG,패,김현수,선발,18,73.6,15.8,2.6,0.4,3.2,2.4,2.4,2.0,6.686000000000002
4056,18799,2021-08-29,KIA,승,오원석,선발,25,83.0,16.4,6.0,1.0,4.0,2.4,4.0,4.0,4.894
4057,18802,2021-08-29,롯데,패,곽빈,선발,26,81.0,15.2,3.8,0.4,3.6,4.0,3.4,3.0,4.453999999999999
4058,18806,2021-08-29,두산,승,박세웅,선발,27,87.2,21.4,4.2,0.6,1.6,4.4,1.6,1.4,4.018000000000001
4059,18809,2021-08-29,KT,패,몽고메리,선발,25,92.0,21.0,7.0,0.0,4.0,4.0,6.0,6.0,7.15
4060,18814,2021-08-29,삼성,승,배제성,선발,27,98.6,21.0,5.0,0.2,2.8,5.6,2.6,2.2,3.7700000000000005
4061,18818,2021-08-29,한화,패,이재학,선발,23,95.4,19.6,4.4,0.6,3.2,4.2,2.0,2.0,8.23
4062,18821,2021-08-29,NC,승,김민우,선발,24,89.0,18.6,4.6,1.2,2.8,5.0,2.8,2.8,4.144
4063,18825,2021-08-31,롯데,승,수아레즈,선발,8,89.4,19.2,4.2,0.2,2.2,5.8,1.6,1.6,2.484
4064,18832,2021-08-31,LG,패,최영환,선발,9,77.2,16.8,4.6,0.4,2.8,2.6,2.8,2.6,2.918
4065,18839,2021-08-31,삼성,패,김선기,선발,21,74.8,17.8,5.0,0.4,2.4,2.8,2.6,2.6,2.418
4066,18842,2021-08-31,키움,승,백정현,선발,26,92.4,22.2,4.4,0.2,1.6,6.0,0.8,0.8,2.386
4067,18847,2021-08-31,한화,패,소형준,선발,20,83.0,17.4,4.6,0.8,2.0,3.4,3.4,2.4,4.468
4068,18851,2021-08-31,KT,승,김기중,선발,22,76.6,15.6,5.4,0.4,3.6,2.2,2.8,2.4,6.004
4069,18856,2021-09-01,한화,승,엄상백,선발,19,84.0,15.0,5.0,0.0,3.0,4.0,3.0,3.0,4.05
4070,18862,2021-09-01,KT,패,장시환,선발,23,83.2,18.4,5.4,0.6,2.6,2.6,3.8,3.4,5.846000000000001
4071,18869,2021-09-01,두산,패,윤중현,선발,18,71.0,17.0,5.0,0.0,1.0,1.0,2.0,1.0,3.34
4072,18874,2021-09-01,KIA,승,미란다,선발,30,106.6,26.2,5.6,0.2,1.0,8.8,1.6,1.6,2.782
4073,18875,2021-09-01,SSG,승,루친스키,선발,20,97.2,24.2,5.2,1.0,1.8,4.2,3.0,2.2,3.152
4074,18880,2021-09-01,NC,패,이태양,선발,26,87.2,20.8,5.6,0.8,2.0,4.4,2.6,2.6,4.75
4075,18882,2021-09-01,삼성,패,김동혁,선발,26,90.0,21.0,6.0,1.0,3.0,1.0,6.0,6.0,4.08
4076,18885,2021-09-01,키움,승,뷰캐넌,선발,21,102.2,22.2,5.8,0.4,3.0,5.2,2.2,2.2,2.4899999999999998
4077,18888,2021-09-01,두산,승,멩덴,선발,25,91.4,21.4,7.2,0.8,2.4,3.8,3.0,3.0,3.872
4078,18891,2021-09-01,KIA,패,유희관,선발,25,89.4,21.0,8.0,0.8,1.6,1.0,4.2,3.8,7.648000000000001
4079,18897,2021-09-01,SSG,패,강태경,선발,14,70.0,12.0,5.0,2.0,2.0,3.0,3.0,3.0,5.4
4080,18906,2021-09-01,NC,승,최민준,선발,21,82.0,16.0,6.0,0.0,4.0,3.0,4.0,4.0,5.69
4081,18911,2021-09-02,LG,패,신민혁,선발,26,91.2,20.2,6.8,1.2,2.4,2.4,4.4,4.0,4.603999999999999
4082,18914,2021-09-02,NC,승,이민호,선발,20,87.8,19.2,4.4,0.6,2.0,3.4,3.2,3.2,4.9479999999999995
4083,18921,2021-09-02,SSG,패,최원준,선발,17,92.4,20.6,6.4,1.0,2.2,3.8,3.6,2.6,2.868
4084,18926,2021-09-02,두산,승,가빌리오,선발,26,76.6,19.4,6.2,0.8,2.2,4.4,4.8,4.6,8.78
4085,18929,2021-09-02,KIA,승,원태인,선발,26,99.0,23.2,5.6,0.2,1.2,5.2,2.0,2.0,2.57
4086,18932,2021-09-02,삼성,패,이의리,선발,21,89.0,17.6,2.6,0.2,3.6,4.0,1.2,1.2,3.8019999999999996
4087,18937,2021-09-02,키움,패,데스파이네,선발,28,92.6,20.2,5.4,0.4,2.6,4.8,3.8,3.4,2.876
4088,18940,2021-09-02,KT,승,정찬헌,선발,22,75.6,19.0,5.2,0.0,0.8,2.2,1.8,1.4,3.686
4089,18944,2021-09-03,LG,승,송명기,선발,25,94.4,19.6,6.0,0.4,3.8,3.6,4.0,4.0,5.914
4090,18950,2021-09-03,NC,패,켈리,선발,29,94.0,22.4,5.0,0.2,1.4,6.0,2.0,2.0,3.2660000000000005
4091,18954,2021-09-03,SSG,패,로켓,선발,30,92.6,21.8,6.4,0.6,3.0,5.0,3.8,3.4,2.538
4092,18957,2021-09-03,두산,승,폰트,선발,29,101.8,20.6,4.0,0.8,1.6,5.8,2.8,2.8,3.726
4093,18959,2021-09-03,KIA,승,최채흥,선발,19,90.4,22.4,7.2,1.4,1.6,2.6,3.6,3.6,5.782000000000001
4094,18964,2021-09-03,삼성,패,김현수,선발,19,69.8,15.6,3.2,0.8,2.8,2.4,3.2,2.8,6.674000000000001
4095,18969,2021-09-03,키움,승,쿠에바스,선발,23,94.0,22.8,4.4,0.4,2.2,6.4,1.6,1.6,5.364
